-41.3241633,-3.4944723
-41.3266895,-3.4931039
-41.3294868,-3.4864292
-41.3284392,-3.4700489
-41.3296287,-3.4658175
-41.3386950,-3.4598644
-41.3439558,-3.4569131
-41.3479958,-3.4525182
-41.3479198,-3.4493946
-41.3439127,-3.4404966
-41.3463309,-3.4265812
-41.3447798,-3.4193177
-41.3479698,-3.4146243
-41.3526957,-3.4112289
-41.3693644,-3.4105377
-41.3888222,-3.4128328
-41.3921505,-3.4098937
-41.3938583,-3.3995663
-41.3946580,-3.3989125
-41.3960564,-3.3986496
-41.4011829,-3.3984953
-41.4035688,-3.3965788
-41.4041091,-3.3936091
-41.4044355,-3.3895285
-41.4006726,-3.3778849
-41.4027875,-3.3694862
-41.4021065,-3.3640206
-41.4027019,-3.3623946
-41.4057034,-3.3625818
-41.4187177,-3.3704890
-41.4215960,-3.3705431
-41.4235180,-3.3680065
-41.4233109,-3.3644248
-41.4176917,-3.3573017
-41.4143515,-3.3499391
-41.4123177,-3.3406973
-41.3979650,-3.3275467
-41.4005977,-3.3202491
-41.3953781,-3.3106857
-41.3946996,-3.3065440
-41.3958586,-3.3040985
-41.3902569,-3.2946041
-41.3864620,-3.2881735
-41.3605043,-3.2441871
-41.3224851,-3.1797928
-41.2374345,-3.1801167
-41.1022510,-3.0945800
-40.9923665,-3.0313350
-40.8793339,-3.0117254
-40.8384970,-3.0376528
-40.6923299,-3.0093288
-40.5642607,-3.0176450
-40.5642526,-3.0213819
-40.5587633,-3.0265292
-40.5409964,-3.0328965
-40.5376735,-3.0327945
-40.5362041,-3.0345314
-40.5322852,-3.0343280
-40.5165844,-3.0508375
-40.5076245,-3.0554555
-40.5020936,-3.0608105
-40.4943461,-3.0636750
-40.5100529,-3.1082004
-40.5734566,-3.1364804
-40.6863108,-3.0803533
-40.7510415,-3.0507805
-40.7510415,-3.0507806
-40.6863108,-3.0803534
-40.5735462,-3.1364367
-40.5744293,-3.1415959
-40.5716473,-3.1541560
-40.5751206,-3.1664438
-40.5661829,-3.1722267
-40.5576467,-3.1746988
-40.5554863,-3.1810530
-40.5469239,-3.1892368
-40.5468470,-3.1893388
-40.5464042,-3.2035903
-40.5379824,-3.2177398
-40.5362286,-3.2251455
-40.5369814,-3.2280594
-40.5352617,-3.2302108
-40.5385968,-3.2384297
-40.5290856,-3.2392328
-40.5394272,-3.2435879
-40.6104637,-3.2458233
-40.6695415,-3.2476432
-40.6924508,-3.2424753
-40.6924508,-3.2424753
-40.7153144,-3.1947746
-40.7153145,-3.1947746
-40.6924508,-3.2424752
-40.7031858,-3.2400532
-40.7107170,-3.2383530
-40.8333159,-3.2113625
-40.8328977,-3.2144480
-40.8357128,-3.2173726
-40.8389017,-3.2247470
-40.8380412,-3.2290931
-40.8353776,-3.2313000
-40.8290684,-3.2307275
-40.8272039,-3.2364297
-40.8293479,-3.2390490
-40.8375734,-3.2395095
-40.8397014,-3.2412266
-40.8395460,-3.2428537
-40.8326564,-3.2461741
-40.8212317,-3.2601619
-40.8273762,-3.2593146
-40.8350443,-3.2607713
-40.8386495,-3.2630545
-40.8392639,-3.2675560
-40.8249822,-3.2752151
-40.8182663,-3.2719923
-40.8137073,-3.2717486
-40.8125708,-3.2745884
-40.8171499,-3.2823721
-40.8151802,-3.2847986
-40.8181797,-3.2865985
-40.8180957,-3.2916016
-40.8208758,-3.2962154
-40.8297648,-3.2997719
-40.8355107,-3.3061381
-40.8390366,-3.3080685
-40.8424890,-3.3092447
-40.8473211,-3.3078579
-40.8521451,-3.3112371
-40.8529899,-3.3172813
-40.8492612,-3.3194542
-40.8506817,-3.3222306
-40.8490134,-3.3250902
-40.8506501,-3.3278430
-40.8494042,-3.3295450
-40.8558734,-3.3429454
-40.8625676,-3.3470856
-40.8649043,-3.3512931
-40.8719039,-3.3554121
-40.8737761,-3.3593634
-40.8804462,-3.3646072
-40.8781816,-3.3701830
-40.8395530,-3.3584620
-40.8239233,-3.3622594
-40.8268712,-3.3714278
-40.8257437,-3.3783107
-40.8307926,-3.3779732
-40.8367204,-3.3800889
-40.8444638,-3.4008900
-40.8488009,-3.4044662
-40.8530354,-3.4113023
-40.8515999,-3.4132622
-40.8522897,-3.4194308
-40.8489771,-3.4284004
-40.8491152,-3.4323197
-40.8585492,-3.4400009
-40.8649542,-3.4502923
-40.8687059,-3.4607528
-40.8680453,-3.4635725
-40.8692350,-3.4659582
-40.8674575,-3.4733195
-40.8684834,-3.4797310
-40.8834512,-3.4875286
-40.8836370,-3.4977653
-40.8805869,-3.5001603
-40.8747759,-3.5001697
-40.8699496,-3.5074803
-40.8736107,-3.5123861
-40.8888466,-3.5224428
-41.0034438,-3.4226773
-41.0133549,-3.4207429
-41.0157141,-3.4181546
-41.0177028,-3.4115892
-41.0205794,-3.4113759
-41.0239144,-3.4084238
-41.0519025,-3.4026286
-41.0488993,-3.3914764
-41.0566557,-3.3903725
-41.0881087,-3.3717566
-41.0979178,-3.3700309
-41.1030003,-3.3669719
-41.1253826,-3.3614470
-41.1353551,-3.3631802
-41.1415104,-3.3595494
-41.1491733,-3.3632015
-41.1700579,-3.2876179
-41.2258489,-3.4668960
-41.2311252,-3.4633054
-41.2337671,-3.4635503
-41.2386641,-3.4764309
-41.2437843,-3.4778180
-41.2513714,-3.4872545
-41.2620752,-3.4855220
-41.2750633,-3.4856314
-41.2851089,-3.4808049
-41.2873152,-3.4793283
-41.2992138,-3.4910209
-41.3044726,-3.4884698
-41.3132089,-3.4889084
-41.3190263,-3.4939639
-41.3222299,-3.4947380
-41.3241633,-3.4944723
