-38.7649991,-6.9938950
-38.7586857,-6.9984611
-38.7509919,-6.9973113
-38.7473819,-7.0018829
-38.7407409,-7.0038160
-38.7368243,-7.0067083
-38.7332962,-7.0103827
-38.7305837,-7.0120279
-38.7171139,-7.0169415
-38.7131317,-7.0182056
-38.7107173,-7.0189721
-38.7059387,-7.0223869
-38.7023013,-7.0241947
-38.7023013,-7.0241947
-38.6949097,-7.0269414
-38.6914411,-7.0291396
-38.6909873,-7.0299553
-38.6909916,-7.0319853
-38.6926604,-7.0349102
-38.6898014,-7.0402294
-38.6737918,-7.0462270
-38.6698490,-7.0477046
-38.6692372,-7.0511101
-38.6700687,-7.0541447
-38.6713191,-7.0561685
-38.6753126,-7.0597805
-38.6751678,-7.0611611
-38.6750231,-7.0625402
-38.6752941,-7.0636331
-38.6770998,-7.0661893
-38.6772420,-7.0671025
-38.6758294,-7.0686810
-38.6725830,-7.0694481
-38.6714515,-7.0705331
-38.6712145,-7.0709446
-38.6707540,-7.0717438
-38.6704424,-7.0726574
-38.6688670,-7.0790797
-38.6679453,-7.0803304
-38.6616638,-7.0837501
-38.6598008,-7.0855438
-38.6576313,-7.0907420
-38.6564059,-7.0924258
-38.6576896,-7.0955844
-38.6582902,-7.0970622
-38.6584196,-7.1017641
-38.6630476,-7.1115880
-38.6679931,-7.1150217
-38.6698053,-7.1225946
-38.6728571,-7.1249290
-38.6774153,-7.1309352
-38.6778823,-7.1326748
-38.6778823,-7.1326750
-38.6778613,-7.1328250
-38.6776537,-7.1343094
-38.6765185,-7.1375863
-38.6759070,-7.1383094
-38.6749351,-7.1438090
-38.6752930,-7.1557219
-38.6766565,-7.1579947
-38.6776579,-7.1585939
-38.6823810,-7.1593321
-38.6851938,-7.1613440
-38.6850474,-7.1634792
-38.6842736,-7.1644417
-38.6825228,-7.1654959
-38.6776352,-7.1667297
-38.6765824,-7.1691982
-38.6776601,-7.1726196
-38.6793539,-7.1750316
-38.6830156,-7.1759806
-38.6878300,-7.1901612
-38.6877077,-7.1900864
-38.6838017,-7.1876981
-38.6759439,-7.1895738
-38.6734121,-7.1852919
-38.6648150,-7.1856688
-38.6593223,-7.1832477
-38.6497985,-7.1847047
-38.6452877,-7.1834241
-38.6442036,-7.1837594
-38.6365510,-7.1937550
-38.6269820,-7.1911475
-38.6218817,-7.1935671
-38.6197947,-7.1970556
-38.6229347,-7.2037520
-38.6230512,-7.2076702
-38.6205638,-7.2110469
-38.6199955,-7.2200924
-38.6187397,-7.2214592
-38.6181616,-7.2220882
-38.6153680,-7.2301858
-38.6091693,-7.2336062
-38.6054246,-7.2368750
-38.6014778,-7.2344567
-38.6006443,-7.2347684
-38.6004761,-7.2365597
-38.6004761,-7.2365597
-38.5996877,-7.2372685
-38.5987886,-7.2374628
-38.5981570,-7.2387419
-38.5976633,-7.2441884
-38.5927740,-7.2476141
-38.5877423,-7.2486435
-38.5830835,-7.2483827
-38.5576837,-7.2393937
-38.5576045,-7.2394241
-38.5571659,-7.2395920
-38.5569317,-7.2396817
-38.5548288,-7.2404888
-38.5519621,-7.2434785
-38.5522124,-7.2468497
-38.5544449,-7.2518571
-38.5549089,-7.2555394
-38.5520998,-7.2635601
-38.5490784,-7.2659087
-38.5474874,-7.2665288
-38.5428427,-7.2656538
-38.5420787,-7.2667726
-38.5429398,-7.2679528
-38.5431371,-7.2690719
-38.5426311,-7.2783913
-38.5362869,-7.2864641
-38.5345869,-7.2937930
-38.5352175,-7.2962498
-38.5355121,-7.2973977
-38.5382647,-7.2993889
-38.5387269,-7.3033260
-38.5391027,-7.3044169
-38.5401103,-7.3062186
-38.5423180,-7.3068269
-38.5460444,-7.3127139
-38.5503552,-7.3154642
-38.5512108,-7.3221961
